edge_id,source_id,target_id,relation_type,weight,listen_count,rating
E0558,U0828,S1482,LIKES,0.51,39,2
E0559,U0157,S0051,LIKES,0.58,4,4
E0560,U0207,S0267,LIKES,0.36,37,1
E0561,U0212,S0521,LIKES,0.68,44,3
E0562,U0596,S1403,LIKES,0.83,45,4
E0563,U0612,S0144,LIKES,0.78,13,5
E0564,U1400,S1474,LIKES,0.39,18,2
E0565,U0713,S0223,LIKES,0.48,34,2
E0566,U0074,S1340,LIKES,0.87,28,5
E0567,U0242,S0604,LIKES,0.62,33,3
E0568,U0939,S1713,LIKES,0.64,13,4
E0569,U1283,S1537,LIKES,0.76,34,4
E0570,U0584,S1626,LIKES,0.94,40,5
E0571,U0587,S0356,LIKES,0.29,2,2
E0572,U0972,S0610,LIKES,0.3,27,1
E0573,U0800,S1252,LIKES,0.82,43,4
E0574,U0328,S1662,LIKES,0.43,25,2
E0575,U1370,S0585,LIKES,0.46,30,2
E0576,U0328,S1819,LIKES,0.34,33,1
E0577,U0414,S0385,LIKES,0.83,45,4
E0578,U0173,S0044,LIKES,0.78,36,4
E0579,U0244,S0333,LIKES,0.79,38,4
E0580,U0544,S0336,LIKES,0.62,34,3
E0581,U0830,S0346,LIKES,0.68,44,3
E0582,U0983,S0180,LIKES,0.54,43,2
E0583,U0968,S0463,LIKES,0.55,21,3
E0584,U0732,S0236,LIKES,0.78,37,4
E0585,U0615,S0625,LIKES,0.58,50,2
E0586,U0533,S0533,LIKES,0.85,25,5
E0587,U0312,S1233,LIKES,0.91,35,5
E0588,U0206,S1947,LIKES,0.47,32,2
E0589,U0253,S1730,LIKES,0.33,31,1
E0590,U1418,S0392,LIKES,0.84,23,5
E0591,U0170,S0194,LIKES,0.84,47,4
E0592,U0999,S0848,LIKES,0.6,30,3
E0593,U0363,S0523,LIKES,0.75,8,5
E0594,U0361,S0664,LIKES,0.54,20,3
E0595,U0199,S1361,LIKES,0.81,42,4
E0596,U0015,S0870,LIKES,0.16,4,1
E0597,U0812,S0602,LIKES,0.62,33,3
E0598,U1389,S1103,LIKES,0.52,40,2
E0599,U0200,S0330,LIKES,0.3,26,1
E0600,U0565,S0320,LIKES,0.72,50,3
E0601,U0897,S0704,LIKES,0.36,36,1
E0602,U0420,S1060,LIKES,0.76,34,4
E0603,U0042,S1986,LIKES,0.78,14,5
E0604,U1491,S1292,LIKES,0.89,32,5
E0605,U0398,S0578,LIKES,0.63,11,4
E0606,U0533,S1383,LIKES,0.53,18,3
E0607,U1358,S1086,LIKES,0.18,6,1
E0608,U0298,S0616,LIKES,0.79,38,4
E0609,U0167,S1879,LIKES,0.53,42,2
E0610,U0687,S0615,LIKES,0.69,21,4
E0611,U1235,S0629,LIKES,0.56,47,2
E0612,U1416,S0680,LIKES,0.44,3,3
E0613,U0577,S1946,LIKES,0.32,7,2
E0614,U0551,S0564,LIKES,0.44,50,1
E0615,U0203,S1234,LIKES,0.7,23,4
E0616,U0170,S0366,LIKES,0.67,41,3
E0617,U0332,S0396,LIKES,0.76,33,4
E0618,U1195,S0869,LIKES,0.95,42,5
E0619,U0165,S0262,LIKES,0.77,11,5
E0620,U0200,S0176,LIKES,0.53,41,2
E0621,U1190,S1186,LIKES,0.27,22,1
E0622,U0092,S0355,LIKES,0.67,19,4
E0623,U0571,S1441,LIKES,0.32,7,2
E0624,U1471,S1029,LIKES,0.49,11,3
E0625,U0200,S1381,LIKES,0.71,1,5
E0626,U0887,S0296,LIKES,0.8,16,5
E0627,U0212,S0903,LIKES,0.53,19,3
E0628,U0209,S0116,LIKES,0.81,19,5
E0629,U0570,S0217,LIKES,0.61,8,4
E0630,U0448,S0242,LIKES,0.49,35,2
E0631,U0560,S0219,LIKES,0.49,12,3
E0632,U1090,S1131,LIKES,0.81,41,4
E0633,U0788,S1700,LIKES,0.69,22,4
E0634,U1469,S1788,LIKES,0.42,23,2
E0635,U0330,S0804,LIKES,0.82,44,4
E0636,U0424,S1391,LIKES,0.34,34,1
E0637,U1392,S1233,LIKES,0.74,6,5
E0638,U0885,S1393,LIKES,0.31,28,1
E0639,U0612,S0401,LIKES,0.6,6,4
E0640,U0402,S0909,LIKES,0.72,26,4
E0641,U1253,S0436,LIKES,0.63,11,4
E0642,U1006,S1333,LIKES,0.87,28,5
E0643,U1280,S0938,LIKES,0.71,1,5
E0644,U0620,S0727,LIKES,0.75,31,4
E0645,U1275,S0295,LIKES,0.62,34,3
E0646,U0684,S0976,LIKES,0.49,12,3
E0647,U0101,S0329,LIKES,0.82,20,5
E0648,U0252,S0985,LIKES,0.36,14,2
E0649,U0377,S1453,LIKES,0.21,11,1
E0650,U0837,S1008,LIKES,0.39,41,1
E0651,U0019,S0948,LIKES,0.33,31,1
E0652,U0509,S0599,LIKES,0.76,34,4
E0653,U1300,S0142,LIKES,0.73,5,5
E0654,U0046,S1694,LIKES,0.49,11,3
E0655,U0405,S1362,LIKES,0.53,42,2
E0656,U0106,S0750,LIKES,0.42,47,1
E0657,U1197,S1304,LIKES,0.59,5,4
E0658,U0042,S1544,LIKES,0.16,4,1
E0659,U0540,S0020,LIKES,0.57,1,4
E0660,U1190,S1801,LIKES,0.5,13,3
E0661,U0870,S1125,LIKES,0.64,37,3
E0662,U0923,S1621,LIKES,0.92,37,5
E0663,U1186,S1753,LIKES,0.31,28,1
E0664,U0026,S0449,LIKES,0.67,19,4
E0665,U0109,S0128,LIKES,0.74,30,4
E0666,U0196,S1738,LIKES,0.42,23,2
E0667,U1295,S0100,LIKES,0.52,17,3
E0668,U1287,S0883,LIKES,0.47,31,2
E0669,U0107,S1592,LIKES,0.25,19,1
E0670,U0586,S0638,LIKES,0.75,32,4
E0671,U0157,S0706,LIKES,0.85,49,4
E0672,U0052,S1586,LIKES,0.66,40,3
E0673,U0999,S0598,LIKES,0.18,6,1
E0674,U0042,S0185,LIKES,0.43,48,1
E0675,U0111,S1471,LIKES,0.69,21,4
E0676,U1019,S1451,LIKES,0.85,48,4
E0677,U1415,S0742,LIKES,0.46,7,3
E0678,U0025,S0828,LIKES,0.48,10,3
E0679,U1379,S1254,LIKES,0.43,1,3
E0680,U1409,S0145,LIKES,0.46,7,3
E0681,U0336,S0536,LIKES,0.57,2,4
E0682,U0889,S0109,LIKES,0.76,33,4
E0683,U0561,S0511,LIKES,0.83,22,5
E0684,U1494,S1756,LIKES,0.49,35,2
E0685,U0002,S0268,LIKES,0.71,49,3
E0686,U1109,S1246,LIKES,0.3,26,1
E0687,U0956,S0545,LIKES,0.81,18,5
E0688,U0535,S0813,LIKES,0.39,42,1
E0689,U0241,S1331,LIKES,0.86,26,5
E0690,U1115,S1125,LIKES,0.9,33,5
E0691,U0951,S0721,LIKES,0.33,8,2
E0692,U0298,S1899,LIKES,0.94,40,5
E0693,U1388,S0745,LIKES,0.75,9,5
E0694,U0124,S0222,LIKES,0.94,40,5
E0695,U0327,S1860,LIKES,0.8,40,4
E0696,U0915,S1745,LIKES,0.24,16,1
E0697,U1308,S1144,LIKES,0.5,36,2
E0698,U1466,S0859,LIKES,0.57,49,2
E0699,U0331,S0232,LIKES,0.83,22,5
E0700,U1142,S0582,LIKES,0.39,41,1
E0701,U0535,S0218,LIKES,0.29,25,1
E0702,U1248,S0027,LIKES,0.96,44,5
E0703,U0689,S0005,LIKES,0.43,49,1
E0704,U0659,S0060,LIKES,0.29,2,2
E0705,U0145,S0650,LIKES,0.83,45,4
E0706,U0521,S0157,LIKES,0.6,7,4
E0707,U0143,S0513,LIKES,0.64,36,3
E0708,U0670,S0030,LIKES,0.37,38,1
E0709,U1081,S1588,LIKES,0.85,25,5
E0710,U0524,S0424,LIKES,0.71,2,5
E0711,U0900,S0769,LIKES,0.69,45,3
E0712,U0494,S1667,LIKES,0.39,42,1
E0713,U0241,S1292,LIKES,0.39,19,2
E0714,U1004,S0595,LIKES,0.36,13,2
E0715,U0417,S0601,LIKES,0.75,32,4
E0716,U0306,S0088,LIKES,0.22,14,1
E0717,U0811,S1895,LIKES,0.54,44,2
E0718,U1203,S1439,LIKES,0.51,38,2
E0719,U0291,S0767,LIKES,0.64,13,4
E0720,U1196,S1380,LIKES,0.99,49,5
E0721,U0201,S1067,LIKES,0.4,44,1
E0722,U0786,S1662,LIKES,0.31,29,1
E0723,U1396,S0701,LIKES,0.86,50,4
E0724,U0478,S0071,LIKES,0.16,3,1
E0725,U0820,S1824,LIKES,0.53,41,2
E0726,U0714,S1308,LIKES,0.75,8,5
E0727,U0950,S0536,LIKES,0.42,23,2
E0728,U1128,S0514,LIKES,0.16,3,1
E0729,U1055,S0894,LIKES,0.72,50,3
E0730,U0739,S0986,LIKES,0.34,33,1
E0731,U0278,S1319,LIKES,0.93,39,5
E0732,U1405,S1082,LIKES,0.22,14,1
E0733,U1326,S1372,LIKES,0.49,11,3
E0734,U1114,S0787,LIKES,0.82,44,4
E0735,U1263,S0408,LIKES,0.42,47,1
E0736,U0211,S1344,LIKES,0.66,16,4
E0737,U0431,S1942,LIKES,0.29,1,2
E0738,U0691,S1251,LIKES,0.36,14,2
E0739,U0012,S0507,LIKES,0.33,9,2
E0740,U1480,S1296,LIKES,0.68,20,4
E0741,U0937,S1600,LIKES,0.75,9,5
E0742,U1410,S0464,LIKES,0.44,26,2
E0743,U0950,S0148,LIKES,0.58,50,2
E0744,U1498,S1894,LIKES,0.86,26,5
E0745,U0507,S0911,LIKES,0.66,40,3
E0746,U0026,S0560,LIKES,0.89,32,5
E0747,U1410,S1121,LIKES,0.24,16,1
E0748,U0733,S0132,LIKES,0.48,33,2
E0749,U0555,S0269,LIKES,0.32,6,2
E0750,U1383,S0410,LIKES,0.55,21,3
E0751,U1154,S1259,LIKES,0.37,39,1
E0752,U0273,S0386,LIKES,0.32,6,2
E0753,U1204,S0551,LIKES,0.72,27,4
E0754,U0568,S1829,LIKES,1.0,50,5
E0755,U0831,S1300,LIKES,0.62,34,3
E0756,U1205,S1351,LIKES,0.6,30,3
E0757,U1113,S0941,LIKES,0.53,18,3
E0758,U0591,S1281,LIKES,0.58,4,4
E0759,U0219,S1705,LIKES,0.52,40,2
E0760,U1043,S0065,LIKES,0.24,17,1
E0761,U0292,S0153,LIKES,0.5,14,3
E0762,U0381,S0662,LIKES,0.61,31,3
E0763,U0501,S0345,LIKES,0.72,4,5
E0764,U1269,S0038,LIKES,0.18,7,1
E0765,U0548,S1999,LIKES,0.61,31,3
E0766,U0378,S1500,LIKES,0.74,7,5
E0767,U0441,S1765,LIKES,0.7,24,4
E0768,U1495,S0225,LIKES,0.8,40,4
E0769,U0734,S1866,LIKES,0.47,32,2
E0770,U1442,S1485,LIKES,0.39,42,1
E0771,U0697,S1870,LIKES,0.61,31,3
E0772,U0858,S1985,LIKES,0.39,19,2
E0773,U0173,S0501,LIKES,0.5,37,2
E0774,U0141,S1120,LIKES,0.39,18,2
E0775,U0002,S1231,LIKES,0.29,1,2
E0776,U1452,S0413,LIKES,0.86,27,5
E0777,U0767,S1961,LIKES,0.71,1,5
E0778,U1177,S0310,LIKES,0.52,17,3
E0779,U1210,S0531,LIKES,0.61,8,4
E0780,U0696,S1794,LIKES,0.86,26,5
E0781,U1140,S0666,LIKES,0.53,18,3
E0782,U0687,S1586,LIKES,0.76,33,4
E0783,U1087,S0741,LIKES,0.5,36,2
E0784,U0317,S1631,LIKES,0.9,34,5
E0785,U0881,S1520,LIKES,0.19,9,1
E0786,U0715,S1680,LIKES,0.28,24,1
E0787,U0597,S1340,LIKES,0.81,42,4
E0788,U1493,S0120,LIKES,0.92,36,5
E0789,U1238,S0126,LIKES,0.3,4,2
E0790,U0370,S0661,LIKES,0.94,40,5
E0791,U0154,S0943,LIKES,0.7,24,4
E0792,U1312,S1949,LIKES,0.2,10,1
E0793,U0741,S0899,LIKES,0.36,13,2
E0794,U0479,S0986,LIKES,0.58,3,4
E0795,U0967,S0710,LIKES,0.6,7,4
E0796,U1226,S1848,LIKES,0.25,19,1
E0797,U0118,S1070,LIKES,0.58,50,2
E0798,U0485,S1830,LIKES,0.58,27,3
E0799,U0711,S0808,LIKES,0.32,30,1
E0800,U0835,S0964,LIKES,0.62,33,3
E0801,U0316,S1818,LIKES,0.92,36,5
E0802,U0380,S0451,LIKES,0.36,13,2
E0803,U1164,S1841,LIKES,0.52,17,3
E0804,U0294,S0924,LIKES,0.99,49,5
E0805,U0806,S0861,LIKES,0.42,23,2
E0806,U0951,S0158,LIKES,0.83,22,5
E0807,U0497,S1067,LIKES,0.57,1,4
E0808,U1113,S0249,LIKES,0.19,8,1
E0809,U0334,S0880,LIKES,0.78,14,5
E0810,U1347,S0800,LIKES,0.58,4,4
E0811,U0677,S0234,LIKES,0.33,8,2
E0812,U0470,S0931,LIKES,0.52,40,2
E0813,U0999,S0249,LIKES,0.42,47,1
E0814,U1196,S1628,LIKES,0.5,13,3
E0815,U1354,S0039,LIKES,0.19,9,1
E0816,U1233,S1147,LIKES,0.47,32,2
E0817,U0655,S1677,LIKES,0.89,31,5
E0818,U0601,S1474,LIKES,0.38,16,2
E0819,U1473,S1687,LIKES,0.47,32,2
E0820,U0348,S1522,LIKES,0.79,15,5
E0821,U0742,S1844,LIKES,0.19,9,1
E0822,U0191,S1573,LIKES,0.8,40,4
E0823,U1220,S0085,LIKES,0.29,2,2
E0824,U1265,S1969,LIKES,0.45,5,3
E0825,U1139,S0929,LIKES,0.83,21,5
E0826,U1472,S1679,LIKES,0.3,4,2
E0827,U0062,S0510,LIKES,0.96,43,5
E0828,U1245,S1831,LIKES,0.82,43,4
E0829,U0472,S1731,LIKES,0.42,23,2
E0830,U0387,S1951,LIKES,0.51,38,2
E0831,U0624,S0994,LIKES,0.59,29,3
E0832,U1070,S1118,LIKES,0.54,20,3
E0833,U1362,S1540,LIKES,0.43,25,2
E0834,U0462,S1668,LIKES,0.71,48,3
E0835,U0394,S1155,LIKES,0.44,4,3
E0836,U1249,S1220,LIKES,0.36,14,2
E0837,U0769,S0083,LIKES,0.98,46,5
E0838,U1347,S0762,LIKES,0.63,35,3
E0839,U0020,S1966,LIKES,0.35,35,1
E0840,U1385,S1841,LIKES,0.64,37,3
E0841,U1206,S1480,LIKES,0.56,23,3
E0842,U0034,S1024,LIKES,0.43,2,3
E0843,U0124,S1821,LIKES,0.71,49,3
E0844,U0242,S1542,LIKES,0.27,22,1
E0845,U0208,S0456,LIKES,0.45,29,2
E0846,U0031,S1710,LIKES,0.85,25,5
E0847,U0100,S0153,LIKES,0.76,34,4
E0848,U0528,S1839,LIKES,0.78,14,5
E0849,U0534,S1038,LIKES,0.48,34,2
E0850,U0236,S0996,LIKES,0.47,9,3
E0851,U1192,S1754,LIKES,0.71,48,3
E0852,U0568,S1671,LIKES,0.83,21,5
E0853,U0794,S1026,LIKES,0.72,26,4
E0854,U0720,S1449,LIKES,0.79,39,4
E0855,U0386,S1317,LIKES,0.75,8,5
E0856,U0831,S1887,LIKES,0.62,33,3
E0857,U1051,S0169,LIKES,0.31,5,2
E0858,U1349,S1851,LIKES,0.16,3,1
E0859,U0749,S0174,LIKES,0.55,45,2
E0860,U1331,S1810,LIKES,0.29,2,2
E0861,U0126,S1078,LIKES,0.32,6,2
E0862,U0302,S0759,LIKES,0.64,13,4
E0863,U0563,S0542,LIKES,0.39,42,1
E0864,U0405,S0687,LIKES,0.78,14,5
E0865,U0624,S0806,LIKES,0.71,2,5
E0866,U1070,S1306,LIKES,0.36,13,2
E0867,U0160,S0137,LIKES,0.51,15,3
E0868,U0580,S1431,LIKES,0.81,18,5
E0869,U1451,S0124,LIKES,0.34,34,1
E0870,U0684,S1810,LIKES,0.52,40,2
E0871,U1228,S1514,LIKES,1.0,50,5
E0872,U0185,S1270,LIKES,0.3,4,2
E0873,U0395,S1962,LIKES,0.16,4,1
E0874,U1024,S0529,LIKES,0.43,25,2
E0875,U1471,S1228,LIKES,0.86,27,5
E0876,U0836,S1378,LIKES,0.8,17,5
E0877,U0662,S1834,LIKES,0.71,2,5
E0878,U1348,S1617,LIKES,0.6,7,4
E0879,U0145,S0338,LIKES,0.69,22,4
E0880,U0132,S0252,LIKES,0.96,44,5
E0881,U0601,S1181,LIKES,0.74,30,4
E0882,U0397,S0671,LIKES,0.58,50,2
E0883,U1249,S0241,LIKES,0.95,42,5
E0884,U0946,S1561,LIKES,0.57,1,4
E0885,U0926,S0521,LIKES,0.87,28,5
E0886,U1363,S1446,LIKES,0.82,20,5
E0887,U1090,S0438,LIKES,0.75,31,4
E0888,U1101,S0830,LIKES,0.45,5,3
E0889,U0561,S1994,LIKES,0.36,37,1
E0890,U0018,S1356,LIKES,0.81,18,5
E0891,U0433,S1122,LIKES,0.19,9,1
E0892,U0345,S0894,LIKES,0.87,28,5
E0893,U0535,S1406,LIKES,0.31,28,1
E0894,U1114,S1932,LIKES,0.49,35,2
E0895,U0963,S0621,LIKES,0.92,36,5
E0896,U0450,S1445,LIKES,0.67,18,4
E0897,U1394,S1644,LIKES,0.87,28,5
E0898,U0377,S0942,LIKES,0.85,25,5
E0899,U0579,S0565,LIKES,0.22,13,1
E0900,U1190,S1464,LIKES,0.82,43,4
E0901,U0641,S0543,LIKES,0.78,13,5
E0902,U1002,S1061,LIKES,0.22,13,1
E0903,U1101,S1104,LIKES,0.85,25,5
E0904,U0010,S1125,LIKES,0.37,38,1
E0905,U0949,S1567,LIKES,0.39,41,1
E0906,U0279,S1747,LIKES,0.78,36,4
E0907,U1079,S1491,LIKES,0.57,1,4
E0908,U0301,S1501,LIKES,0.95,42,5
E0909,U1147,S0987,LIKES,0.76,10,5
E0910,U0884,S1686,LIKES,0.59,28,3
E0911,U1073,S0062,LIKES,0.2,10,1
E0912,U0179,S1243,LIKES,0.83,21,5
E0913,U0036,S1490,LIKES,0.92,36,5
E0914,U0904,S1211,LIKES,0.97,45,5
E0915,U1266,S1542,LIKES,0.53,42,2
E0916,U1327,S1632,LIKES,0.64,14,4
E0917,U0549,S0684,LIKES,0.57,25,3
E0918,U0934,S0314,LIKES,0.65,15,4
E0919,U1259,S0239,LIKES,0.44,3,3
E0920,U0854,S0841,LIKES,0.36,37,1
E0921,U0992,S1499,LIKES,0.54,43,2
E0922,U0775,S1915,LIKES,0.43,48,1
E0923,U0805,S1695,LIKES,0.36,13,2
E0924,U0283,S1974,LIKES,0.22,13,1
E0925,U1230,S1978,LIKES,0.62,10,4
E0926,U0567,S1775,LIKES,0.44,50,1
E0927,U0747,S0987,LIKES,0.44,50,1
E0928,U0530,S0197,LIKES,0.93,38,5
E0929,U0546,S0140,LIKES,0.79,15,5
E0930,U0862,S0371,LIKES,0.68,43,3
E0931,U1412,S1509,LIKES,0.29,25,1
E0932,U0489,S1181,LIKES,0.31,28,1
E0933,U0976,S0657,LIKES,0.7,23,4
E0934,U0302,S1591,LIKES,0.8,16,5
E0935,U1421,S1677,LIKES,0.54,43,2
E0936,U1486,S1599,LIKES,0.63,35,3
E0937,U0324,S1800,LIKES,0.37,15,2
E0938,U0896,S1898,LIKES,0.15,1,1
E0939,U0212,S1353,LIKES,0.73,29,4
E0940,U0085,S0951,LIKES,0.81,41,4
E0941,U0610,S1409,LIKES,0.59,28,3
E0942,U0869,S0368,LIKES,0.41,21,2
E0943,U0194,S0351,LIKES,0.31,5,2
E0944,U0798,S0897,LIKES,0.5,14,3
E0945,U1050,S0835,LIKES,0.71,2,5
E0946,U0927,S0584,LIKES,0.23,15,1
E0947,U0346,S0026,LIKES,0.46,7,3
E0948,U0874,S0235,LIKES,0.16,4,1
E0949,U0510,S1935,LIKES,0.37,39,1
E0950,U0133,S0288,LIKES,0.43,49,1
E0951,U0824,S1879,LIKES,0.43,1,3
E0952,U0434,S1967,LIKES,0.82,43,4
E0953,U0844,S1997,LIKES,0.57,2,4
E0954,U0731,S0674,LIKES,0.29,2,2
E0955,U1215,S0243,LIKES,0.22,14,1
E0956,U0921,S1356,LIKES,0.63,11,4
E0957,U1439,S0891,LIKES,0.61,9,4
E0958,U1377,S0126,LIKES,0.35,35,1
E0959,U0094,S1688,LIKES,0.42,46,1
E0960,U1093,S1880,LIKES,0.6,6,4
E0961,U1340,S0580,LIKES,0.49,12,3
E0962,U0487,S0908,LIKES,0.5,13,3
E0963,U0527,S0990,LIKES,0.95,42,5
E0964,U0307,S1726,LIKES,0.79,39,4
E0965,U1409,S0782,LIKES,0.98,46,5
E0966,U0199,S0789,LIKES,0.83,21,5
E0967,U0649,S0872,LIKES,0.47,31,2
E0968,U0614,S1199,LIKES,0.85,49,4
E0969,U1434,S0189,LIKES,0.72,50,3
E0970,U1361,S0582,LIKES,0.73,28,4
E0971,U0004,S0560,LIKES,0.96,44,5
E0972,U0420,S0773,LIKES,0.83,21,5
E0973,U0847,S0064,LIKES,0.86,27,5
E0974,U0579,S1000,LIKES,0.81,19,5
E0975,U0336,S0256,LIKES,0.76,10,5
E0976,U0171,S1679,LIKES,0.34,33,1
E0977,U0037,S1664,LIKES,0.22,14,1
E0978,U0866,S1757,LIKES,0.61,9,4
E0979,U0512,S0464,LIKES,0.73,29,4
E0980,U1464,S0055,LIKES,0.44,3,3
E0981,U1093,S0241,LIKES,0.82,20,5
E0982,U0819,S1275,LIKES,0.77,12,5
E0983,U0985,S0388,LIKES,0.53,41,2
E0984,U0029,S0679,LIKES,0.78,13,5
E0985,U0857,S1100,LIKES,0.95,42,5
E0986,U0905,S1253,LIKES,0.33,32,1
E0987,U0832,S1037,LIKES,0.49,12,3
E0988,U1100,S0987,LIKES,0.57,2,4
E0989,U0990,S0972,LIKES,0.83,45,4
E0990,U0772,S0592,LIKES,0.35,35,1
E0991,U0608,S1631,LIKES,0.75,31,4
E0992,U1500,S1277,LIKES,0.9,34,5
E0993,U0092,S0597,LIKES,0.61,8,4
E0994,U0919,S0493,LIKES,0.53,42,2
E0995,U0149,S1465,LIKES,0.87,28,5
E0996,U1194,S0342,LIKES,0.22,14,1
E0997,U1398,S1719,LIKES,0.56,46,2
E0998,U1189,S1811,LIKES,0.61,8,4
E0999,U0480,S0942,LIKES,0.35,12,2
E1000,U0445,S0712,LIKES,0.28,23,1
E1001,U0363,S0551,LIKES,0.89,32,5
E1002,U0160,S1406,LIKES,0.78,36,4
E1003,U0844,S1087,LIKES,0.73,28,4
E1004,U0232,S1104,LIKES,0.71,25,4
E1005,U0666,S1724,LIKES,0.31,5,2
E1006,U0878,S0403,LIKES,0.44,26,2
E1007,U1068,S1071,LIKES,0.82,43,4
E1008,U0014,S1288,LIKES,0.46,6,3
E1009,U0968,S0465,LIKES,0.84,23,5
E1010,U0878,S0073,LIKES,0.59,28,3
E1011,U0599,S0494,LIKES,0.47,8,3
E1012,U0926,S0862,LIKES,0.37,38,1
E1013,U0991,S1252,LIKES,0.56,46,2
E1014,U0509,S0365,LIKES,0.33,31,1
E1015,U0734,S1630,LIKES,0.41,45,1
E1016,U1091,S0543,LIKES,0.58,50,2
E1017,U0899,S1343,LIKES,0.72,50,3
E1018,U0314,S1983,LIKES,0.43,1,3
E1019,U0760,S0778,LIKES,0.56,24,3
E1020,U0216,S0046,LIKES,0.77,12,5
E1021,U0033,S0429,LIKES,0.23,15,1
E1022,U1218,S0513,LIKES,0.79,39,4
E1023,U0432,S1369,LIKES,0.65,15,4
E1024,U0723,S0730,LIKES,0.71,1,5
E1025,U1001,S0125,LIKES,0.3,27,1
E1026,U1158,S0727,LIKES,0.9,34,5
E1027,U0420,S1346,LIKES,0.24,16,1
E1028,U1106,S0549,LIKES,0.5,37,2
E1029,U0278,S0943,LIKES,0.65,38,3
E1030,U0002,S1648,LIKES,0.98,47,5
E1031,U0768,S1189,LIKES,0.48,34,2
E1032,U0647,S1745,LIKES,0.74,6,5
E1033,U0054,S0345,LIKES,0.33,32,1
E1034,U0307,S0019,LIKES,0.38,16,2
E1035,U1304,S1152,LIKES,0.76,33,4
E1036,U0763,S1257,LIKES,0.46,30,2
E1037,U0455,S1293,LIKES,0.43,49,1
E1038,U0135,S1216,LIKES,0.66,16,4
E1039,U0653,S0867,LIKES,0.37,39,1
E1040,U0979,S0745,LIKES,0.54,43,2
E1041,U1324,S0150,LIKES,0.27,22,1
E1042,U0178,S0707,LIKES,0.27,21,1
E1043,U0709,S0545,LIKES,0.66,40,3
E1044,U0396,S0446,LIKES,0.78,36,4
E1045,U0058,S1584,LIKES,0.83,45,4
E1046,U0673,S0872,LIKES,0.81,19,5
E1047,U1114,S1792,LIKES,0.84,23,5
E1048,U0003,S1795,LIKES,0.44,50,1
E1049,U0621,S0056,LIKES,0.7,24,4
E1050,U0012,S0316,LIKES,0.78,14,5
E1051,U0942,S1886,LIKES,0.99,49,5
E1052,U0664,S1892,LIKES,0.75,9,5
E1053,U0343,S1430,LIKES,0.82,43,4
E1054,U0907,S1331,LIKES,0.22,13,1
E1055,U0627,S0790,LIKES,0.58,50,2
E1056,U0074,S0824,LIKES,0.74,30,4
E1057,U0802,S1796,LIKES,0.57,2,4
E1058,U0007,S1128,LIKES,0.32,7,2
E1059,U1152,S0064,LIKES,0.16,3,1
E1060,U0343,S1755,LIKES,0.55,45,2
E1061,U0039,S0484,LIKES,0.92,36,5
E1062,U1493,S1588,LIKES,0.48,10,3
E1063,U0766,S1044,LIKES,0.89,32,5
E1064,U1022,S1068,LIKES,0.64,37,3
E1065,U0149,S1300,LIKES,0.57,2,4
E1066,U0824,S1729,LIKES,0.34,34,1
E1067,U0596,S0434,LIKES,0.77,12,5
E1068,U1446,S1579,LIKES,0.7,24,4
E1069,U1306,S0158,LIKES,0.28,24,1
E1070,U0925,S0412,LIKES,0.26,20,1
E1071,U0429,S0030,LIKES,0.72,50,3
E1072,U1303,S0548,LIKES,0.58,27,3
E1073,U0785,S1898,LIKES,0.35,35,1
E1074,U1382,S1434,LIKES,0.37,15,2
E1075,U0441,S0403,LIKES,0.3,27,1
E1076,U1367,S0531,LIKES,0.23,15,1
E1077,U0391,S0215,LIKES,0.64,14,4
E1078,U1370,S1382,LIKES,0.15,1,1
E1079,U1048,S0691,LIKES,0.79,38,4
E1080,U1177,S0439,LIKES,0.39,42,1
E1081,U0539,S0188,LIKES,0.67,41,3
E1082,U0633,S0908,LIKES,0.55,21,3
E1083,U0788,S0257,LIKES,0.52,16,3
E1084,U0918,S0383,LIKES,0.18,7,1
E1085,U1240,S1906,LIKES,0.86,27,5
E1086,U0302,S1305,LIKES,0.47,9,3
E1087,U0939,S1251,LIKES,0.33,9,2
E1088,U0867,S0756,LIKES,0.69,22,4
E1089,U0475,S1680,LIKES,0.76,34,4
E1090,U0570,S0829,LIKES,0.44,3,3
E1091,U1209,S0790,LIKES,0.36,37,1
E1092,U0591,S0497,LIKES,0.44,4,3
E1093,U1097,S1691,LIKES,0.71,25,4
E1094,U1239,S1986,LIKES,0.34,33,1
E1095,U0226,S1958,LIKES,0.69,21,4
E1096,U0390,S1464,LIKES,0.39,42,1
E1097,U0273,S0208,LIKES,0.24,16,1
E1098,U1242,S0397,LIKES,0.48,33,2
E1099,U0346,S0079,LIKES,0.49,35,2
E1100,U0187,S1130,LIKES,0.24,16,1
E1101,U1197,S1015,LIKES,0.32,6,2
E1102,U1366,S0914,LIKES,0.5,13,3
E1103,U1374,S1184,LIKES,0.82,43,4
E1104,U0044,S1632,LIKES,0.67,42,3
E1105,U0137,S0355,LIKES,0.49,11,3
E1106,U0221,S1321,LIKES,0.7,24,4
E1107,U0850,S1283,LIKES,0.71,2,5
E1108,U1284,S1992,LIKES,0.53,19,3
E1109,U1170,S1882,LIKES,0.57,48,2
E1110,U0812,S0666,LIKES,0.69,22,4
E1111,U0804,S0203,LIKES,0.73,28,4
E1112,U0808,S1396,LIKES,0.39,19,2
E1113,U0364,S1223,LIKES,0.87,29,5
E1114,U0723,S0513,LIKES,0.59,5,4
E1115,U1480,S0290,LIKES,0.58,3,4
