node_id,node_type,name,age,favorite_genre,artist,genre,release_year
U1053,user,Usuario 1053,36,"Jazz, R&B, Electrónica",,,
U1054,user,Usuario 1054,32,"R&B, Cumbia",,,
U1055,user,Usuario 1055,18,Salsa,,,
U1056,user,Usuario 1056,25,"Indie, Hip Hop",,,
U1057,user,Usuario 1057,32,K-Pop,,,
U1058,user,Usuario 1058,33,"Hip Hop, R&B, Cumbia",,,
U1059,user,Usuario 1059,29,"Indie, Cumbia",,,
U1060,user,Usuario 1060,26,"Electrónica, Reggaeton",,,
U1061,user,Usuario 1061,20,"Cumbia, Bachata, Hip Hop",,,
U1062,user,Usuario 1062,20,Rock,,,
U1063,user,Usuario 1063,34,"Rock, Indie",,,
U1064,user,Usuario 1064,33,Salsa,,,
U1065,user,Usuario 1065,30,"Cumbia, K-Pop, Reggaeton",,,
U1066,user,Usuario 1066,16,"Pop, Bachata",,,
U1067,user,Usuario 1067,25,Cumbia,,,
U1068,user,Usuario 1068,27,Rock,,,
U1069,user,Usuario 1069,39,"K-Pop, Electrónica",,,
U1070,user,Usuario 1070,18,Hip Hop,,,
U1071,user,Usuario 1071,38,Hip Hop,,,
U1072,user,Usuario 1072,24,"Salsa, R&B, Pop",,,
U1073,user,Usuario 1073,22,"R&B, Bachata",,,
U1074,user,Usuario 1074,23,Pop,,,
U1075,user,Usuario 1075,19,Electrónica,,,
U1076,user,Usuario 1076,34,Electrónica,,,
U1077,user,Usuario 1077,40,K-Pop,,,
U1078,user,Usuario 1078,27,"Bachata, Jazz",,,
U1079,user,Usuario 1079,26,"Bachata, Cumbia",,,
U1080,user,Usuario 1080,33,Bachata,,,
U1081,user,Usuario 1081,23,"Cumbia, Electrónica, Salsa",,,
U1082,user,Usuario 1082,37,"Cumbia, Electrónica",,,
U1083,user,Usuario 1083,18,Jazz,,,
U1084,user,Usuario 1084,34,Salsa,,,
U1085,user,Usuario 1085,21,Bachata,,,
U1086,user,Usuario 1086,38,Hip Hop,,,
U1087,user,Usuario 1087,27,"Salsa, Electrónica, Bachata",,,
U1088,user,Usuario 1088,35,"Cumbia, Reggaeton",,,
U1089,user,Usuario 1089,29,"Bachata, Reggaeton",,,
U1090,user,Usuario 1090,31,"R&B, Salsa, Pop",,,
U1091,user,Usuario 1091,38,Cumbia,,,
U1092,user,Usuario 1092,34,"K-Pop, Indie",,,
U1093,user,Usuario 1093,25,Salsa,,,
U1094,user,Usuario 1094,26,Bachata,,,
U1095,user,Usuario 1095,34,R&B,,,
U1096,user,Usuario 1096,35,Cumbia,,,
U1097,user,Usuario 1097,27,"R&B, Bachata",,,
U1098,user,Usuario 1098,39,"Salsa, Electrónica",,,
U1099,user,Usuario 1099,32,Electrónica,,,
U1100,user,Usuario 1100,34,Indie,,,
U1101,user,Usuario 1101,31,"Hip Hop, R&B",,,
U1102,user,Usuario 1102,18,"Hip Hop, Electrónica, Bachata",,,
U1103,user,Usuario 1103,30,Indie,,,
U1104,user,Usuario 1104,24,Salsa,,,
U1105,user,Usuario 1105,27,"Salsa, Cumbia",,,
U1106,user,Usuario 1106,30,"Pop, Salsa",,,
U1107,user,Usuario 1107,22,"Electrónica, Indie, R&B",,,
U1108,user,Usuario 1108,33,"Rock, Salsa, Reggaeton",,,
U1109,user,Usuario 1109,27,"Rock, Indie, Electrónica",,,
U1110,user,Usuario 1110,35,Indie,,,
U1111,user,Usuario 1111,34,"Electrónica, Pop",,,
U1112,user,Usuario 1112,25,"R&B, Electrónica, Hip Hop",,,
U1113,user,Usuario 1113,26,Bachata,,,
U1114,user,Usuario 1114,38,Pop,,,
U1115,user,Usuario 1115,33,Bachata,,,
U1116,user,Usuario 1116,22,"Electrónica, Pop, Salsa",,,
U1117,user,Usuario 1117,36,"Pop, R&B",,,
U1118,user,Usuario 1118,34,"Hip Hop, Rock, Indie",,,
U1119,user,Usuario 1119,38,Bachata,,,
U1120,user,Usuario 1120,27,"Rock, Reggaeton, Hip Hop",,,
U1121,user,Usuario 1121,32,Salsa,,,
U1122,user,Usuario 1122,29,Pop,,,
U1123,user,Usuario 1123,30,"K-Pop, Pop, Bachata",,,
U1124,user,Usuario 1124,17,"Reggaeton, Bachata",,,
U1125,user,Usuario 1125,16,Rock,,,
U1126,user,Usuario 1126,36,Indie,,,
U1127,user,Usuario 1127,36,"Rock, Hip Hop, K-Pop",,,
U1128,user,Usuario 1128,19,"R&B, Pop, Reggaeton",,,
U1129,user,Usuario 1129,26,Jazz,,,
U1130,user,Usuario 1130,16,"Reggaeton, Electrónica",,,
U1131,user,Usuario 1131,31,"Cumbia, Pop",,,
U1132,user,Usuario 1132,31,"Bachata, Pop, Hip Hop",,,
U1133,user,Usuario 1133,31,Salsa,,,
U1134,user,Usuario 1134,39,"K-Pop, Indie, Cumbia",,,
U1135,user,Usuario 1135,39,"Salsa, Reggaeton, Pop",,,
U1136,user,Usuario 1136,23,"Indie, Jazz",,,
U1137,user,Usuario 1137,34,"Indie, R&B, Salsa",,,
U1138,user,Usuario 1138,20,Jazz,,,
U1139,user,Usuario 1139,32,"Hip Hop, Electrónica, Jazz",,,
U1140,user,Usuario 1140,16,"Salsa, R&B, Hip Hop",,,
U1141,user,Usuario 1141,21,Bachata,,,
U1142,user,Usuario 1142,19,"Indie, Reggaeton",,,
U1143,user,Usuario 1143,32,"Jazz, Reggaeton",,,
U1144,user,Usuario 1144,40,"Hip Hop, Reggaeton, Electrónica",,,
U1145,user,Usuario 1145,25,"Reggaeton, Pop",,,
U1146,user,Usuario 1146,23,Bachata,,,
U1147,user,Usuario 1147,23,"Salsa, R&B",,,
U1148,user,Usuario 1148,28,Bachata,,,
U1149,user,Usuario 1149,38,Electrónica,,,
U1150,user,Usuario 1150,32,"Indie, Pop",,,
U1151,user,Usuario 1151,34,"Bachata, Reggaeton",,,
U1152,user,Usuario 1152,37,Rock,,,
U1153,user,Usuario 1153,26,"R&B, Cumbia, Pop",,,
U1154,user,Usuario 1154,24,Electrónica,,,
U1155,user,Usuario 1155,16,Bachata,,,
U1156,user,Usuario 1156,18,Bachata,,,
U1157,user,Usuario 1157,37,"Cumbia, Jazz",,,
U1158,user,Usuario 1158,26,"Reggaeton, R&B",,,
U1159,user,Usuario 1159,24,Electrónica,,,
U1160,user,Usuario 1160,16,"Cumbia, Reggaeton",,,
U1161,user,Usuario 1161,38,"K-Pop, Reggaeton, Pop",,,
U1162,user,Usuario 1162,34,"K-Pop, R&B",,,
U1163,user,Usuario 1163,19,"Hip Hop, Reggaeton",,,
U1164,user,Usuario 1164,27,"Pop, Jazz, Bachata",,,
U1165,user,Usuario 1165,33,"Reggaeton, Pop",,,
U1166,user,Usuario 1166,28,"Rock, Salsa",,,
U1167,user,Usuario 1167,27,"Electrónica, Hip Hop, Jazz",,,
U1168,user,Usuario 1168,28,"K-Pop, Rock, Bachata",,,
U1169,user,Usuario 1169,34,"Rock, Jazz, Indie",,,
U1170,user,Usuario 1170,16,"Reggaeton, R&B",,,
U1171,user,Usuario 1171,17,"Rock, Bachata",,,
U1172,user,Usuario 1172,19,"Indie, Rock, Electrónica",,,
U1173,user,Usuario 1173,30,"Electrónica, Hip Hop",,,
U1174,user,Usuario 1174,35,"Pop, Cumbia, Hip Hop",,,
U1175,user,Usuario 1175,21,"K-Pop, Indie",,,
U1176,user,Usuario 1176,31,"Indie, Electrónica",,,
U1177,user,Usuario 1177,24,"Hip Hop, Reggaeton, K-Pop",,,
U1178,user,Usuario 1178,40,"Bachata, K-Pop, Reggaeton",,,
U1179,user,Usuario 1179,18,"K-Pop, Salsa, Pop",,,
U1180,user,Usuario 1180,25,"Salsa, K-Pop, Reggaeton",,,
U1181,user,Usuario 1181,36,"Reggaeton, Electrónica",,,
U1182,user,Usuario 1182,16,Cumbia,,,
U1183,user,Usuario 1183,22,"Salsa, Cumbia",,,
U1184,user,Usuario 1184,19,Jazz,,,
U1185,user,Usuario 1185,39,"Salsa, Cumbia",,,
U1186,user,Usuario 1186,18,"Jazz, Rock, Cumbia",,,
U1187,user,Usuario 1187,29,Electrónica,,,
U1188,user,Usuario 1188,17,Salsa,,,
U1189,user,Usuario 1189,31,"Electrónica, Hip Hop",,,
U1190,user,Usuario 1190,26,Hip Hop,,,
U1191,user,Usuario 1191,20,"K-Pop, Rock, Salsa",,,
U1192,user,Usuario 1192,31,"Pop, Salsa",,,
U1193,user,Usuario 1193,36,"R&B, Jazz, Reggaeton",,,
U1194,user,Usuario 1194,23,Jazz,,,
U1195,user,Usuario 1195,29,"Jazz, Indie, Electrónica",,,
U1196,user,Usuario 1196,39,"Bachata, Hip Hop, Indie",,,
U1197,user,Usuario 1197,20,Rock,,,
U1198,user,Usuario 1198,19,"Salsa, Reggaeton",,,
U1199,user,Usuario 1199,22,Pop,,,
U1200,user,Usuario 1200,27,Hip Hop,,,
U1201,user,Usuario 1201,26,"Pop, K-Pop, Rock",,,
U1202,user,Usuario 1202,33,"Reggaeton, Hip Hop",,,
U1203,user,Usuario 1203,38,"K-Pop, Jazz, Reggaeton",,,
U1204,user,Usuario 1204,38,"Electrónica, Cumbia",,,
U1205,user,Usuario 1205,31,Reggaeton,,,
U1206,user,Usuario 1206,26,Bachata,,,
U1207,user,Usuario 1207,20,"Cumbia, Reggaeton, Rock",,,
U1208,user,Usuario 1208,26,"Jazz, Bachata",,,
U1209,user,Usuario 1209,18,Reggaeton,,,
U1210,user,Usuario 1210,24,"Cumbia, Bachata, Hip Hop",,,
U1211,user,Usuario 1211,33,Jazz,,,
U1212,user,Usuario 1212,17,Jazz,,,
U1213,user,Usuario 1213,33,Indie,,,
U1214,user,Usuario 1214,32,"Hip Hop, Pop, Salsa",,,
U1215,user,Usuario 1215,18,Pop,,,
U1216,user,Usuario 1216,38,"Reggaeton, R&B, Rock",,,
U1217,user,Usuario 1217,21,R&B,,,
U1218,user,Usuario 1218,24,"Cumbia, Hip Hop",,,
U1219,user,Usuario 1219,21,"Hip Hop, Jazz",,,
U1220,user,Usuario 1220,33,"Rock, Reggaeton, Bachata",,,
U1221,user,Usuario 1221,31,Cumbia,,,
U1222,user,Usuario 1222,35,"Salsa, Bachata, Rock",,,
U1223,user,Usuario 1223,24,"Hip Hop, Bachata",,,
U1224,user,Usuario 1224,28,"Electrónica, Reggaeton",,,
U1225,user,Usuario 1225,21,Salsa,,,
U1226,user,Usuario 1226,16,"Jazz, Rock, Pop",,,
U1227,user,Usuario 1227,38,Reggaeton,,,
U1228,user,Usuario 1228,24,"Electrónica, Cumbia, Indie",,,
U1229,user,Usuario 1229,17,Salsa,,,
U1230,user,Usuario 1230,28,Pop,,,
U1231,user,Usuario 1231,29,"Reggaeton, Salsa",,,
U1232,user,Usuario 1232,20,Indie,,,
U1233,user,Usuario 1233,27,"Indie, Electrónica, Jazz",,,
U1234,user,Usuario 1234,32,"Jazz, Bachata",,,
U1235,user,Usuario 1235,28,"Pop, Rock",,,
U1236,user,Usuario 1236,18,Electrónica,,,
U1237,user,Usuario 1237,36,"Salsa, Pop, Rock",,,
U1238,user,Usuario 1238,24,"K-Pop, Salsa",,,
U1239,user,Usuario 1239,38,"Indie, R&B, Bachata",,,
U1240,user,Usuario 1240,19,"Electrónica, Jazz, Bachata",,,
U1241,user,Usuario 1241,33,Rock,,,
U1242,user,Usuario 1242,34,Bachata,,,
U1243,user,Usuario 1243,21,"Rock, Bachata, Hip Hop",,,
U1244,user,Usuario 1244,31,"Electrónica, Salsa, R&B",,,
U1245,user,Usuario 1245,26,"Electrónica, R&B, Rock",,,
U1246,user,Usuario 1246,35,"Electrónica, Reggaeton, Rock",,,
U1247,user,Usuario 1247,22,"R&B, Pop, Rock",,,
U1248,user,Usuario 1248,21,R&B,,,
U1249,user,Usuario 1249,21,Salsa,,,
U1250,user,Usuario 1250,40,"Bachata, Cumbia",,,
U1251,user,Usuario 1251,32,Bachata,,,
U1252,user,Usuario 1252,40,"Hip Hop, K-Pop",,,
U1253,user,Usuario 1253,20,R&B,,,
U1254,user,Usuario 1254,30,"Salsa, Reggaeton",,,
U1255,user,Usuario 1255,27,Hip Hop,,,
U1256,user,Usuario 1256,21,Bachata,,,
U1257,user,Usuario 1257,29,"Cumbia, Hip Hop",,,
U1258,user,Usuario 1258,40,"R&B, Salsa",,,
U1259,user,Usuario 1259,22,Jazz,,,
U1260,user,Usuario 1260,26,Rock,,,
U1261,user,Usuario 1261,29,Reggaeton,,,
U1262,user,Usuario 1262,24,"R&B, Hip Hop, Reggaeton",,,
U1263,user,Usuario 1263,23,"Indie, Jazz",,,
U1264,user,Usuario 1264,25,"K-Pop, Indie",,,
U1265,user,Usuario 1265,17,"Pop, R&B",,,
U1266,user,Usuario 1266,31,Electrónica,,,
U1267,user,Usuario 1267,34,"Indie, Cumbia",,,
U1268,user,Usuario 1268,34,"Cumbia, R&B, Indie",,,
U1269,user,Usuario 1269,34,"R&B, Hip Hop",,,
U1270,user,Usuario 1270,33,"Pop, K-Pop, Hip Hop",,,
U1271,user,Usuario 1271,24,"Salsa, Reggaeton",,,
U1272,user,Usuario 1272,23,Bachata,,,
U1273,user,Usuario 1273,24,Salsa,,,
U1274,user,Usuario 1274,24,Reggaeton,,,
U1275,user,Usuario 1275,23,"Electrónica, Reggaeton",,,
U1276,user,Usuario 1276,25,"Bachata, K-Pop, Salsa",,,
U1277,user,Usuario 1277,35,"Jazz, Salsa, Hip Hop",,,
U1278,user,Usuario 1278,21,"Cumbia, Rock",,,
U1279,user,Usuario 1279,30,"Cumbia, Salsa",,,
U1280,user,Usuario 1280,21,"Reggaeton, Bachata, Cumbia",,,
U1281,user,Usuario 1281,32,"Salsa, R&B, K-Pop",,,
U1282,user,Usuario 1282,27,Indie,,,
U1283,user,Usuario 1283,23,"Hip Hop, Electrónica, R&B",,,
U1284,user,Usuario 1284,22,"K-Pop, Jazz, Hip Hop",,,
U1285,user,Usuario 1285,40,"Cumbia, K-Pop, Reggaeton",,,
U1286,user,Usuario 1286,38,"Electrónica, Rock",,,
U1287,user,Usuario 1287,31,Electrónica,,,
U1288,user,Usuario 1288,40,"Pop, K-Pop, Jazz",,,
U1289,user,Usuario 1289,32,Rock,,,
U1290,user,Usuario 1290,30,"Indie, Cumbia",,,
U1291,user,Usuario 1291,33,"Salsa, K-Pop",,,
U1292,user,Usuario 1292,17,"Reggaeton, Pop",,,
U1293,user,Usuario 1293,25,Bachata,,,
U1294,user,Usuario 1294,32,Electrónica,,,
U1295,user,Usuario 1295,31,"Jazz, Salsa, Reggaeton",,,
U1296,user,Usuario 1296,36,"Bachata, Rock, Cumbia",,,
U1297,user,Usuario 1297,26,"Cumbia, Indie, Electrónica",,,
U1298,user,Usuario 1298,35,"R&B, K-Pop",,,
U1299,user,Usuario 1299,32,R&B,,,
U1300,user,Usuario 1300,28,Cumbia,,,
U1301,user,Usuario 1301,21,"Jazz, Reggaeton, Cumbia",,,
U1302,user,Usuario 1302,25,"K-Pop, Electrónica, Rock",,,
U1303,user,Usuario 1303,29,Reggaeton,,,
U1304,user,Usuario 1304,34,"Bachata, R&B",,,
U1305,user,Usuario 1305,40,Reggaeton,,,
U1306,user,Usuario 1306,35,"Rock, R&B, K-Pop",,,
U1307,user,Usuario 1307,35,"Rock, Bachata",,,
U1308,user,Usuario 1308,29,Pop,,,
U1309,user,Usuario 1309,28,"Pop, Reggaeton, Jazz",,,
U1310,user,Usuario 1310,20,Reggaeton,,,
U1311,user,Usuario 1311,37,"Bachata, K-Pop, Electrónica",,,
U1312,user,Usuario 1312,38,Bachata,,,
U1313,user,Usuario 1313,29,"Electrónica, Rock",,,
U1314,user,Usuario 1314,21,"Cumbia, R&B",,,
U1315,user,Usuario 1315,36,"Rock, K-Pop",,,
U1316,user,Usuario 1316,39,"Pop, K-Pop, Hip Hop",,,
U1317,user,Usuario 1317,27,Rock,,,
U1318,user,Usuario 1318,23,Cumbia,,,
U1319,user,Usuario 1319,35,"Cumbia, Bachata, Indie",,,
U1320,user,Usuario 1320,37,"R&B, Rock",,,
U1321,user,Usuario 1321,17,Reggaeton,,,
U1322,user,Usuario 1322,32,Indie,,,
U1323,user,Usuario 1323,31,"K-Pop, Hip Hop",,,
U1324,user,Usuario 1324,36,"Electrónica, Bachata",,,
U1325,user,Usuario 1325,20,"Reggaeton, Bachata, Electrónica",,,
U1326,user,Usuario 1326,32,Pop,,,
U1327,user,Usuario 1327,29,R&B,,,
U1328,user,Usuario 1328,25,"Hip Hop, Bachata, R&B",,,
U1329,user,Usuario 1329,27,Electrónica,,,
U1330,user,Usuario 1330,21,"Jazz, Cumbia",,,
U1331,user,Usuario 1331,18,"Bachata, Cumbia",,,
U1332,user,Usuario 1332,23,Indie,,,
U1333,user,Usuario 1333,39,"R&B, Pop, Bachata",,,
U1334,user,Usuario 1334,16,Hip Hop,,,
U1335,user,Usuario 1335,20,"Jazz, Indie, Hip Hop",,,
U1336,user,Usuario 1336,34,Salsa,,,
U1337,user,Usuario 1337,39,"Salsa, Rock",,,
U1338,user,Usuario 1338,35,"Salsa, Indie, Rock",,,
U1339,user,Usuario 1339,26,Pop,,,
U1340,user,Usuario 1340,16,Hip Hop,,,
U1341,user,Usuario 1341,38,"Indie, K-Pop, Rock",,,
U1342,user,Usuario 1342,19,"R&B, Electrónica",,,
U1343,user,Usuario 1343,36,"R&B, Electrónica",,,
U1344,user,Usuario 1344,24,"Pop, Electrónica",,,
U1345,user,Usuario 1345,37,"Hip Hop, Jazz, Salsa",,,
U1346,user,Usuario 1346,17,K-Pop,,,
U1347,user,Usuario 1347,36,"Electrónica, Indie",,,
U1348,user,Usuario 1348,38,Hip Hop,,,
U1349,user,Usuario 1349,22,"Reggaeton, Indie",,,
U1350,user,Usuario 1350,21,Salsa,,,
U1351,user,Usuario 1351,27,"Rock, Cumbia",,,
U1352,user,Usuario 1352,40,"Jazz, Electrónica, Pop",,,
U1353,user,Usuario 1353,20,"Bachata, Salsa",,,
U1354,user,Usuario 1354,22,"Hip Hop, Cumbia, Salsa",,,
U1355,user,Usuario 1355,32,"R&B, Jazz, Cumbia",,,
U1356,user,Usuario 1356,20,Reggaeton,,,
U1357,user,Usuario 1357,23,"Cumbia, Hip Hop, Bachata",,,
U1358,user,Usuario 1358,21,"Jazz, Rock, Salsa",,,
U1359,user,Usuario 1359,26,"K-Pop, Rock",,,
U1360,user,Usuario 1360,19,K-Pop,,,
U1361,user,Usuario 1361,38,"Indie, Hip Hop",,,
U1362,user,Usuario 1362,37,K-Pop,,,
U1363,user,Usuario 1363,39,"Cumbia, Rock",,,
U1364,user,Usuario 1364,28,"Pop, Cumbia, Indie",,,
U1365,user,Usuario 1365,36,Rock,,,
U1366,user,Usuario 1366,21,"Electrónica, Reggaeton, Cumbia",,,
U1367,user,Usuario 1367,25,"R&B, K-Pop, Cumbia",,,
U1368,user,Usuario 1368,27,K-Pop,,,
U1369,user,Usuario 1369,23,"Hip Hop, Cumbia",,,
U1370,user,Usuario 1370,34,"Cumbia, Pop, Hip Hop",,,
U1371,user,Usuario 1371,38,"Reggaeton, R&B",,,
U1372,user,Usuario 1372,16,Rock,,,
U1373,user,Usuario 1373,19,R&B,,,
U1374,user,Usuario 1374,29,Hip Hop,,,
U1375,user,Usuario 1375,37,"Jazz, Hip Hop",,,
U1376,user,Usuario 1376,17,"Rock, K-Pop",,,
U1377,user,Usuario 1377,17,"Indie, Salsa",,,
U1378,user,Usuario 1378,18,Electrónica,,,
U1379,user,Usuario 1379,24,Salsa,,,
U1380,user,Usuario 1380,21,"Cumbia, Indie",,,
U1381,user,Usuario 1381,39,"Electrónica, Indie, K-Pop",,,
U1382,user,Usuario 1382,39,Pop,,,
U1383,user,Usuario 1383,33,Bachata,,,
U1384,user,Usuario 1384,28,Jazz,,,
U1385,user,Usuario 1385,31,"Pop, K-Pop, Indie",,,
U1386,user,Usuario 1386,19,Cumbia,,,
U1387,user,Usuario 1387,23,"K-Pop, Electrónica, Hip Hop",,,
U1388,user,Usuario 1388,21,"Hip Hop, Rock",,,
U1389,user,Usuario 1389,38,"Pop, Jazz",,,
U1390,user,Usuario 1390,35,Salsa,,,
U1391,user,Usuario 1391,21,"Salsa, K-Pop",,,
U1392,user,Usuario 1392,19,"Cumbia, Jazz, Electrónica",,,
U1393,user,Usuario 1393,16,"Cumbia, Salsa",,,
U1394,user,Usuario 1394,26,"K-Pop, Cumbia, Jazz",,,
U1395,user,Usuario 1395,30,"Jazz, Electrónica",,,
U1396,user,Usuario 1396,25,"R&B, Indie",,,
U1397,user,Usuario 1397,19,Bachata,,,
U1398,user,Usuario 1398,24,"Cumbia, Hip Hop, Rock",,,
U1399,user,Usuario 1399,37,"K-Pop, Hip Hop, Jazz",,,
U1400,user,Usuario 1400,38,"R&B, Cumbia",,,
U1401,user,Usuario 1401,21,"Hip Hop, Reggaeton",,,
U1402,user,Usuario 1402,31,"Bachata, Pop, Rock",,,
U1403,user,Usuario 1403,39,K-Pop,,,
U1404,user,Usuario 1404,30,"Electrónica, R&B, Jazz",,,
U1405,user,Usuario 1405,40,"Reggaeton, Electrónica",,,
U1406,user,Usuario 1406,17,"K-Pop, Electrónica, Jazz",,,
U1407,user,Usuario 1407,34,Pop,,,
U1408,user,Usuario 1408,18,"Electrónica, K-Pop",,,
U1409,user,Usuario 1409,28,Salsa,,,
U1410,user,Usuario 1410,38,"Cumbia, Indie",,,
U1411,user,Usuario 1411,37,"K-Pop, Indie",,,
U1412,user,Usuario 1412,18,Pop,,,
U1413,user,Usuario 1413,39,"Reggaeton, Jazz, K-Pop",,,
U1414,user,Usuario 1414,38,"Reggaeton, Electrónica",,,
U1415,user,Usuario 1415,28,R&B,,,
U1416,user,Usuario 1416,18,Reggaeton,,,
U1417,user,Usuario 1417,17,"Cumbia, Jazz, Salsa",,,
U1418,user,Usuario 1418,16,Cumbia,,,
U1419,user,Usuario 1419,37,Electrónica,,,
U1420,user,Usuario 1420,20,Jazz,,,
U1421,user,Usuario 1421,24,Hip Hop,,,
U1422,user,Usuario 1422,37,"Indie, Bachata",,,
U1423,user,Usuario 1423,18,"Electrónica, Hip Hop, Bachata",,,
U1424,user,Usuario 1424,17,"Electrónica, Bachata",,,
U1425,user,Usuario 1425,31,"R&B, Pop",,,
U1426,user,Usuario 1426,32,"R&B, Hip Hop, Bachata",,,
U1427,user,Usuario 1427,19,"K-Pop, Salsa, Indie",,,
U1428,user,Usuario 1428,19,K-Pop,,,
U1429,user,Usuario 1429,33,"Hip Hop, Bachata",,,
U1430,user,Usuario 1430,28,"Hip Hop, Rock, Indie",,,
U1431,user,Usuario 1431,21,Pop,,,
U1432,user,Usuario 1432,23,Electrónica,,,
U1433,user,Usuario 1433,25,"Hip Hop, Electrónica, Pop",,,
U1434,user,Usuario 1434,25,"Cumbia, Pop, Jazz",,,
U1435,user,Usuario 1435,24,"Bachata, Indie",,,
U1436,user,Usuario 1436,17,"Pop, Jazz, R&B",,,
U1437,user,Usuario 1437,27,Hip Hop,,,
U1438,user,Usuario 1438,25,"Reggaeton, R&B, K-Pop",,,
U1439,user,Usuario 1439,18,Hip Hop,,,
U1440,user,Usuario 1440,28,"Rock, Cumbia, Jazz",,,
U1441,user,Usuario 1441,36,"Pop, K-Pop, Cumbia",,,
U1442,user,Usuario 1442,18,"Electrónica, Hip Hop",,,
U1443,user,Usuario 1443,27,"Bachata, Reggaeton, R&B",,,
U1444,user,Usuario 1444,31,"Pop, Cumbia",,,
U1445,user,Usuario 1445,29,Rock,,,
U1446,user,Usuario 1446,35,"Salsa, Pop",,,
U1447,user,Usuario 1447,29,"Rock, R&B",,,
U1448,user,Usuario 1448,20,R&B,,,
U1449,user,Usuario 1449,16,R&B,,,
U1450,user,Usuario 1450,24,Cumbia,,,
U1451,user,Usuario 1451,30,"Indie, Pop, K-Pop",,,
U1452,user,Usuario 1452,26,"Bachata, Indie, K-Pop",,,
U1453,user,Usuario 1453,20,"Electrónica, Jazz, Rock",,,
U1454,user,Usuario 1454,21,"Salsa, R&B, Hip Hop",,,
U1455,user,Usuario 1455,32,Pop,,,
U1456,user,Usuario 1456,39,Indie,,,
U1457,user,Usuario 1457,20,"K-Pop, Cumbia",,,
U1458,user,Usuario 1458,27,"Electrónica, Hip Hop",,,
U1459,user,Usuario 1459,17,"Pop, Reggaeton",,,
U1460,user,Usuario 1460,40,Bachata,,,
U1461,user,Usuario 1461,39,"Jazz, K-Pop",,,
U1462,user,Usuario 1462,17,"Pop, Electrónica",,,
U1463,user,Usuario 1463,28,"Salsa, R&B",,,
U1464,user,Usuario 1464,39,"Salsa, K-Pop, Cumbia",,,
U1465,user,Usuario 1465,33,Rock,,,
U1466,user,Usuario 1466,23,Indie,,,
U1467,user,Usuario 1467,39,Jazz,,,
U1468,user,Usuario 1468,19,Pop,,,
U1469,user,Usuario 1469,40,"Hip Hop, Salsa",,,
U1470,user,Usuario 1470,19,"Cumbia, Salsa",,,
U1471,user,Usuario 1471,28,"R&B, Salsa",,,
U1472,user,Usuario 1472,27,Jazz,,,
U1473,user,Usuario 1473,34,"Electrónica, Cumbia, R&B",,,
U1474,user,Usuario 1474,17,Jazz,,,
U1475,user,Usuario 1475,24,Electrónica,,,
U1476,user,Usuario 1476,20,"Hip Hop, Rock, K-Pop",,,
U1477,user,Usuario 1477,27,"Electrónica, Reggaeton, R&B",,,
U1478,user,Usuario 1478,37,Indie,,,
U1479,user,Usuario 1479,30,"Indie, Pop, Hip Hop",,,
U1480,user,Usuario 1480,31,"Jazz, K-Pop, Rock",,,
U1481,user,Usuario 1481,26,Bachata,,,
U1482,user,Usuario 1482,17,K-Pop,,,
U1483,user,Usuario 1483,19,Hip Hop,,,
U1484,user,Usuario 1484,21,"K-Pop, Reggaeton",,,
U1485,user,Usuario 1485,27,Salsa,,,
U1486,user,Usuario 1486,16,"Cumbia, Electrónica, Indie",,,
U1487,user,Usuario 1487,31,K-Pop,,,
U1488,user,Usuario 1488,17,"Hip Hop, Cumbia, Pop",,,
U1489,user,Usuario 1489,36,"R&B, Hip Hop, Salsa",,,
U1490,user,Usuario 1490,16,"Rock, Salsa, Jazz",,,
U1491,user,Usuario 1491,39,"Bachata, Hip Hop, Jazz",,,
U1492,user,Usuario 1492,24,"Indie, Hip Hop",,,
U1493,user,Usuario 1493,31,"Pop, Cumbia, Electrónica",,,
U1494,user,Usuario 1494,25,Bachata,,,
U1495,user,Usuario 1495,23,"Indie, K-Pop, Hip Hop",,,
U1496,user,Usuario 1496,40,Indie,,,
U1497,user,Usuario 1497,26,"Rock, Jazz, K-Pop",,,
U1498,user,Usuario 1498,23,"R&B, Hip Hop",,,
U1499,user,Usuario 1499,16,Jazz,,,
U1500,user,Usuario 1500,31,Reggaeton,,,
S0001,song,Oops!...I Did It Again,,,Britney Spears,pop,2000
S0002,song,All The Small Things,,,blink-182,"rock, pop",1999
S0003,song,Breathe,,,Faith Hill,"pop, country",1999
S0004,song,It's My Life,,,Bon Jovi,"rock, metal",2000
S0005,song,Bye Bye Bye,,,*NSYNC,pop,2000
S0006,song,Thong Song,,,Sisqo,"hip hop, pop, R&B",1999
S0007,song,The Real Slim Shady,,,Eminem,hip hop,2000
S0008,song,Rock DJ,,,Robbie Williams,"pop, rock",2000
S0009,song,Say My Name,,,Destiny's Child,"pop, R&B",1999
S0010,song,Lady - Hear Me Tonight,,,Modjo,Dance/Electronic,2001
S0011,song,L'Amour Toujours,,,Gigi D'Agostino,pop,2011
S0012,song,Move Your Body - Gabry Ponte Original Radio Edit,,,Eiffel 65,pop,1999
S0013,song,Freestyler,,,Bomfunk MC's,pop,2000
S0014,song,Desert Rose,,,Sting,"rock, pop",1999
S0015,song,Never Be The Same Again,,,Melanie C,"pop, Dance/Electronic",1999
S0016,song,Try Again,,,Aaliyah,"hip hop, pop, R&B",2002
